customer_id,name,email,age,country,signup_date,is_active,credit_score
0d62aafa-85ca-449f-808b-1f6cbc2ef307,Jennifer Powers,samuel87@example.org,52,Egypt,2024-02-02,True,467
3da47802-76ed-4888-9e8f-a1964655eeba,George Chapman,briannasmith@example.net,47,Norfolk Island,2022-02-16,False,524
7c70bb7d-a4f0-4ae4-b1b7-5b5c283e9c5c,Austin Johnson,chad34@example.net,61,Libyan Arab Jamahiriya,2021-10-26,True,534
c0a5c930-4fd1-450f-8c88-18e9e0233e1b,Carlos Walls,esanchez@example.com,70,Comoros,2020-03-06,False,710
38fb3884-aaf8-4c2f-8425-352c08717ccc,Matthew Gomez,uowens@example.org,35,Peru,2020-05-15,True,622
62cb8e07-8a2d-4d56-8dd6-e333ecf1eb1b,Maria Brown,lauren13@example.org,31,Comoros,2023-09-04,False,705
aeec1ab8-d3fd-436f-89b2-f7e2c65f9dcb,Brenda White,ewright@example.com,74,Sri Lanka,2023-08-09,False,446
929a4e5c-a0b9-47ff-86f9-4d190be0b758,Krista Williams,novaksara@example.org,34,Chad,2020-10-12,True,569
6f53566b-d244-4997-b102-7b468ba1b099,John Hancock,martinaaron@example.com,65,Estonia,2023-04-12,False,708
2284ffd1-16b8-4d26-b83c-fe1c9ef00cb5,Rachel Mitchell,smoore@example.org,41,Azerbaijan,2021-03-25,True,821
10731f23-0722-40f1-8bc9-0802de537d8f,Kimberly Adkins,williamsthomas@example.net,49,Cayman Islands,2020-07-05,True,412
459f05d8-3a41-44e7-b2d3-88881f7ab5e5,Jordan York,larsonemma@example.org,27,Iraq,2023-07-09,True,732
1075b097-61b4-4c28-b257-41781385c749,Steve Sanchez,harveyrobert@example.net,56,Mongolia,2020-05-10,False,690
6f9a96b1-91cc-4955-9d73-296c7734ccbb,Taylor Harris,john62@example.net,56,Oman,2022-08-16,False,311
800ab135-352f-4e7a-bda9-a3b8f32fbe41,Eugene Walton,smithchristine@example.net,61,Bolivia,2024-01-16,True,849
c6a9dbcb-bb2b-407c-a9e9-eef15602aee4,Daniel Baker,nicole35@example.com,66,Cayman Islands,2021-06-30,False,414
8aab189c-364a-4107-af00-062b28b610e7,Joshua Turner,contrerasangela@example.net,36,Bosnia and Herzegovina,2022-06-09,True,764
69a9a667-f450-4f6e-84c7-0ba9d1c8c782,Brandy Wilson,newtoneric@example.com,18,Netherlands,2024-01-18,False,812
027da708-c7ab-412c-9314-695a3df7598f,Grant Watts,william40@example.org,66,North Macedonia,2020-12-31,True,605
22ad4346-49b6-4cdb-b706-f95450ab0083,Donald Smith,danagreen@example.net,71,Kenya,2023-08-01,True,456
92dbec88-0c25-4da1-abfb-adad8f61cf9a,Jessica Smith,landryhannah@example.org,41,Mayotte,2024-04-10,True,843
90b9dc42-e68d-483b-9bd8-23cf25f9b21b,Jacob Tran,tanderson@example.com,76,United Arab Emirates,2020-01-02,False,800
6fbadfcc-51c8-4c2a-af56-95d4362adc7e,Valerie Williams,jason31@example.com,19,Slovakia (Slovak Republic),2020-08-17,False,614
62d735ec-9cc9-4aad-9a6e-fe3e15b36328,Shelly Dickson,sarayoung@example.org,33,South Georgia and the South Sandwich Islands,2020-04-28,True,380
17e22326-d4de-4092-a147-4213c41f08b5,Sierra Johnson,kimberly63@example.com,23,Cayman Islands,2024-02-07,False,370
1a2294fe-05d4-42b4-92cb-8d39b9cd94ea,Ashley Brennan,dwalker@example.com,80,Gambia,2024-04-06,True,431
8a7701d1-f542-4d14-ab78-fbc3b27429cd,Shelby Walker,raymondramirez@example.org,60,Sierra Leone,2022-08-31,True,571
1ef16e4a-d2e4-4cc0-9df2-9fcf66fb63ec,Martin Ross,sheila14@example.org,51,Mozambique,2024-11-21,False,516
8fa4c318-2a98-4913-a6d7-f11e205748eb,Deborah Rodriguez,yreed@example.com,77,Jordan,2023-01-09,True,619
5db26c7b-9815-4f6b-b508-b4cd8e172cd1,Kayla Cruz,jonathanfletcher@example.org,43,Mali,2023-10-07,False,748
b07d3bd2-b295-4b7f-85b7-b235577cfeb6,Kimberly Ball,michaeljones@example.net,75,Uruguay,2022-11-25,False,423
7fa99e2e-13d7-48cf-bce5-60b2207874e1,Erik Charles,william65@example.com,33,Qatar,2021-04-05,True,646
8a77e736-4b92-4ac9-b37b-77f847ba214f,Cameron Fisher,lbyrd@example.net,19,Montenegro,2023-04-19,True,525
651654b3-0ece-4d9c-9362-bb51ad3135f2,Joshua Smith,jason99@example.net,18,Gibraltar,2020-05-25,True,534
661f3f43-5883-436d-be22-4accd793b22e,Jeremy Lewis,yleon@example.net,22,Chile,2020-03-05,False,372
f067bb95-014c-4fca-8df6-fbd5290778ff,Diane Beck,clarence34@example.org,50,Sri Lanka,2021-05-02,False,797
23170ac8-3c79-4d2d-a033-fadc391d0514,Alexander Sanchez,xcarr@example.org,31,Korea,2023-01-09,True,784
0721cd2b-69fe-4cda-93a6-8fa510bdd8fd,Mark Lee,psnyder@example.org,33,Palau,2024-05-25,False,716
2873e7a7-6e38-4ad3-a996-6bdf1b8c382e,Stephanie Dalton,osbornejeffery@example.net,30,Maldives,2020-07-12,True,741
12f2c33a-fa40-4a17-bd1b-50fd3270d49a,Justin Lowery,bryantlaurie@example.net,40,Marshall Islands,2022-05-17,False,778
46241c4e-a35c-4797-b4d7-8f10118a8e78,Linda Dodson DVM,jrivas@example.com,73,Ukraine,2024-02-02,True,400
ff4cfbac-ce4e-4d63-9f82-947804d34b9f,Scott Cole,maryramirez@example.net,21,Libyan Arab Jamahiriya,2022-04-04,False,411
bd4a69ec-f866-4886-b92a-4f1bc6d20602,Denise Jones,jimmy55@example.net,33,Belgium,2021-01-27,True,849
3144deeb-8eed-4a0b-9e7c-ce86cfad91b8,David Benson,calebrussell@example.net,46,Lao People's Democratic Republic,2020-10-14,False,487
4aceefe5-175a-4dbe-9a35-7856e5af42ba,Daniel Fisher,gateskathy@example.com,35,Lesotho,2022-08-05,True,377
4864320c-c544-47d2-91a4-3b06ba1ec427,Guy Molina,vmedina@example.net,46,South Georgia and the South Sandwich Islands,2024-07-12,True,351
c692c0b2-64ee-465b-ba48-41b67d8fec10,Connie Robinson,ytucker@example.com,59,Paraguay,2023-01-12,True,395
fc98f2a9-a2a1-4774-afaa-1dbf22d1faeb,Jennifer Martin,ncalhoun@example.net,77,Anguilla,2024-03-23,True,470
f950139d-4e6c-454c-81df-f997446ac0e9,Leslie Alvarado,dayderek@example.com,44,Cocos (Keeling) Islands,2022-09-21,False,518
8e1fd23a-dd93-45d7-abd7-0da6b8de0dcb,James Lewis,matthew64@example.com,73,El Salvador,2022-04-01,True,468
6d54582f-c75b-4996-85b7-647f10703764,Julie Curry,cookemichael@example.net,42,Bangladesh,2020-01-05,False,571
8b89f872-97f2-43bd-b42b-e6b6b217dbf8,Marissa Webster,jamessmith@example.org,77,Dominican Republic,2024-05-24,False,592
13958820-d954-4ac9-88e2-c1a59443d21f,Michael Elliott,stevenscott@example.com,45,Chad,2023-11-27,False,458
00ecf218-9ebf-4c40-ac69-3d5f542140bc,Tracey Higgins,tamirodriguez@example.org,30,Vanuatu,2021-08-30,True,359
771db99c-49dd-49fc-85e3-35e9a1bf0cfa,Michael Rubio,mdavid@example.org,55,Nauru,2024-02-15,True,621
949cea6e-b26c-4107-aae4-42e7fd68bea4,Lori Garcia,melissa91@example.net,21,Slovenia,2020-04-12,False,814
e27ef193-bcbd-4ff0-91b4-df10b6cbb47d,Joseph Stanley,huntermatthew@example.com,76,Swaziland,2024-10-12,True,358
90ca55d3-5a8a-4a81-9954-97cde85baebf,Jeffrey Cox PhD,bzimmerman@example.org,79,Saint Martin,2022-11-06,True,490
35d70dc0-dfc7-4437-af1f-9d9b0c733f63,Marie Gilbert,umarshall@example.net,22,Ethiopia,2023-05-03,True,540
e006d58a-3af5-47dd-a301-331374954e32,David Michael,nicole37@example.net,43,New Zealand,2020-09-02,True,340
fd46ca20-04e4-424e-90c3-3d0ff946d1ff,Gabrielle Snyder,hunter35@example.com,57,Guam,2020-06-16,False,835
ef09c17f-2755-4681-b102-1fea95117fb9,Kyle Beard,blackjames@example.org,38,Saint Helena,2021-06-18,True,621
572475c9-6b93-45fd-92b6-cca57f05541b,Justin Allen,fbrewer@example.com,33,Somalia,2021-06-27,False,434
bd358240-3856-425d-a439-cc8d402860a6,Edward Sullivan,kevinperkins@example.com,60,Micronesia,2023-08-14,False,768
54137f6a-2065-4e08-a625-c3e021dac5b9,Jessica Reese,michael74@example.com,38,El Salvador,2024-03-19,True,309
5c40508e-e151-4901-ab16-55fb4bb4288d,Nathan Stewart,jamesrodgers@example.com,47,Saint Kitts and Nevis,2023-06-26,True,375
81529451-e640-4de1-9fba-fb48a80827c3,Paige Carlson,wallkenneth@example.com,52,Christmas Island,2021-03-12,False,435
99590d55-10e5-4042-b93c-01f12b7487b6,Michael Martinez,mccannangela@example.net,77,Western Sahara,2021-12-15,True,550
49f062a5-192b-4209-af41-ca5c8223cd64,Sean Henry,andrewstaylor@example.com,41,Guam,2021-08-06,True,748
3e9cc9d0-465d-4f92-9aae-41afc48f831b,Anthony Everett,ewilson@example.com,71,Liechtenstein,2023-01-17,False,841
44740542-fea5-4a4f-bdff-576da8af1ff9,Mark Brown,lisaavery@example.org,18,Egypt,2023-09-29,False,406
a459077a-5573-4ad5-a5aa-ed01e0386774,Phillip Obrien,kimberlyjames@example.com,78,French Southern Territories,2024-12-03,True,570
5b685cf2-f595-499c-a3a8-6305a0a9724b,Wanda Torres,lynchjody@example.org,25,Niue,2024-12-27,True,459
a0ca7f0c-0b57-4b7c-921a-a7bdb47bd411,Matthew Moore,andreamoore@example.com,35,Korea,2021-07-31,True,651
e3407f80-9d06-4176-83f4-fc27b8694e65,Julie Johnson,jasmine71@example.net,31,Djibouti,2023-11-08,False,817
c1fc432e-b548-42f8-857a-cb03c29ac413,Rachel Weber,ronaldstephens@example.net,49,Canada,2021-05-29,True,394
cb61becb-fbc2-4579-a3cf-b6eaaef3a195,Samantha Jones,lauralarson@example.net,58,Uruguay,2022-05-17,False,345
2fd5c011-b16b-46a6-b55e-e062d2d84fc8,Caleb Barker,gbender@example.net,18,Lithuania,2021-11-14,True,568
90561313-f232-4c9d-8dd6-0b7b88d87751,Kyle Preston,cassandra01@example.org,28,Peru,2024-02-27,False,737
76c2bf23-a622-47d1-b972-b64ab832bb88,Laura Sampson,barbara27@example.net,53,Pakistan,2020-01-20,True,377
14379a67-1796-4210-bb7a-836aa33760bb,Donald Shea,fwalters@example.org,78,Latvia,2024-12-13,True,336
8a7ec222-e015-4711-840b-377fa69d02ce,Gary Santiago,marksteele@example.com,71,Panama,2022-01-26,True,740
06362f49-33ce-41a5-addb-0abcdb682c22,Robin Pierce,qmiller@example.com,26,Brazil,2020-03-26,False,673
b7743585-d03d-4dfc-80ef-6b2d1b55dd02,Jennifer Robertson,sandovalamy@example.com,75,Austria,2024-06-18,True,666
801d4e0b-051e-4af6-bcc6-05a493dc4c42,Isaiah Avila,nwolf@example.com,31,Mexico,2023-10-28,True,405
d051cd01-1d1f-432a-bbe5-0a3b7a0ad28b,Dwayne Gilmore,omartinez@example.net,40,South Georgia and the South Sandwich Islands,2024-05-16,False,458
5303cfae-6194-49fc-bd9b-912595a8672b,Christopher Pierce,hdavis@example.com,77,Yemen,2021-04-29,True,481
f73852d8-a4f2-40f5-bbd0-c80674653ed9,Ronnie Jimenez,william46@example.com,74,Latvia,2022-04-24,True,483
d28c8b30-6b62-483c-be0f-af08c1dc673a,Juan Reyes,michellehill@example.com,65,Guam,2021-11-11,False,554
5cf97c80-b5da-4396-b122-b4a3c4c8b37a,Katie Hoover,jessica99@example.net,35,Liechtenstein,2020-11-22,True,691
fc6d0db5-166e-465b-b86f-902a912cd0a0,Jill Washington,andrea86@example.com,73,Venezuela,2020-03-20,False,527
cc44cb26-5b44-4981-8668-27d1fd9f234b,Colin Terry,xhall@example.com,30,Aruba,2024-07-30,False,658
ec50edb4-3797-4afa-b181-2027147644ba,John Mcintyre,qhughes@example.net,37,Canada,2024-08-07,True,528
b1738af7-db69-4bc2-a1af-b28eaf50fad7,Andrew Shaw MD,sawyerscott@example.net,19,United States Minor Outlying Islands,2023-09-13,True,708
e3591dc5-8f97-47cb-9cfd-3f4904fae715,Nathan Ortiz,charlesharrington@example.com,39,Guadeloupe,2021-07-24,True,585
2e69622a-1a12-4971-be47-74e9bba84c8e,Jennifer Miller,melissa86@example.com,40,Niue,2023-08-06,False,849
68a1fb00-b02c-434a-a548-4267d878b651,Olivia Brennan,williamsonjimmy@example.net,39,Uruguay,2020-02-26,True,567
5697ad06-bcc0-445c-b8f3-6e32008b408a,Darren Davis,hodgesjane@example.org,29,Kenya,2023-04-04,False,339
48aa9f62-24cb-4f01-86e1-a11bd30222df,Elijah Johnson,laura45@example.com,24,Jersey,2023-05-06,False,653
5f141d6a-f8c4-4ec4-8534-a7634592c0dd,Joseph Knight,georgemiller@example.com,64,Niger,2024-05-29,False,746
7e94aac2-87f3-4eb6-9ab1-ea098d832da0,Kathleen Aguilar,stevenking@example.com,56,Papua New Guinea,2022-11-13,True,694
4b96ae46-d295-46b4-a39d-f04235773ae8,Robert Santana,charleslandry@example.net,75,French Southern Territories,2023-03-26,True,560
ec8f4394-8570-47f1-b0f6-1dad19b29110,Jessica Wright,james67@example.org,20,Dominica,2023-12-22,False,301
1c216d45-d26d-4b19-a40b-9c650e452dfb,Ian Phillips,andrew64@example.org,51,Mongolia,2024-07-09,True,672
d0a4dde3-2185-4ff6-89af-8f836c181740,Paula Beltran,swall@example.org,45,New Caledonia,2020-05-23,False,621
34c87f99-7568-4038-8057-c40275198c61,Colleen Lee,erica21@example.net,60,Oman,2024-10-02,True,607
63a9f10b-b8eb-43cf-bb41-f7b10cdb96c2,Richard Johnson,jessica14@example.com,50,San Marino,2021-09-25,False,634
25bc1fa8-a664-4a06-b7a5-7ff68e74657d,Curtis Buchanan,alyssa42@example.com,43,United States Minor Outlying Islands,2023-11-28,False,430
d66338fc-569c-496f-a756-b7e8aaaa160b,Karen Drake,linda71@example.org,30,Saudi Arabia,2022-05-11,False,478
75da18fa-633e-48d8-a6ad-29a1598ae36b,Shannon Ramsey,zcoffey@example.net,57,Haiti,2023-03-11,False,715
6d11b5bd-c316-450b-b20d-831658acb954,James Baker,gibsonemily@example.net,53,Estonia,2024-09-03,True,611
3ed61ff6-b6c7-4514-b5ff-e3a96d45ee29,Samantha Bentley,leonardthomas@example.net,36,Turks and Caicos Islands,2021-03-06,False,629
31103c25-360b-4ea7-841f-7a7c8a97045b,Erin Bishop,reidsteven@example.net,47,Gabon,2022-06-23,False,518
fa4afc4e-72fb-48c5-a0cd-06533cf6e562,Audrey Williams,torrestravis@example.org,50,Dominica,2022-08-27,True,386
8f0c939d-7ade-4230-88a3-a12759fb07ef,Brandy Chavez,umatthews@example.org,36,Turks and Caicos Islands,2022-11-21,False,395
f0055ed2-ebc1-4f70-b711-43597c589252,Brett Burns,rcrosby@example.org,70,Portugal,2024-03-18,True,617
91dfd0ce-7369-4c3d-8bc6-3dde7f3d9f25,Jeremy Sampson,cory58@example.net,32,Guinea-Bissau,2024-07-09,True,450
488d1ad9-b3c2-43ff-921f-f0e00457af8b,Donald Donaldson,ndavis@example.net,19,Northern Mariana Islands,2020-04-04,True,786
cc09f09d-5d33-4908-8805-18c8abc2e1a2,Alison Buchanan,vanessabuchanan@example.org,57,Bangladesh,2024-10-06,True,766
dcd600be-6b64-4564-b887-2a642759ec76,Kristen Willis,markhernandez@example.net,44,Afghanistan,2024-12-19,True,693
5e695f7b-f1f4-4a5e-a477-04fd56f4070d,William Huerta,lauren10@example.org,49,American Samoa,2022-03-29,True,451
42ba600b-784f-4959-b824-d63f4dbc74ed,Richard Chapman,thompsonbrian@example.net,59,Italy,2023-11-09,True,409
ec179174-18f5-45ab-a0ce-d5ed33dabb34,Nichole Alvarez,william17@example.net,67,Cyprus,2022-05-20,True,480
281c8c50-3cfb-4434-a08d-719decf0f758,Amanda Logan,stephen00@example.com,69,Tanzania,2023-11-26,False,351
8949c656-3cb1-415e-bd86-aab102a66b9a,Michael Henry,fjones@example.com,53,New Caledonia,2021-05-25,True,767
f9840cdd-df81-498c-89e0-ae939529f8f1,Cameron Weber,oscar98@example.com,26,Korea,2024-06-29,False,843
f0b6e89c-b9fb-4bbe-b3ce-96477b6aadd5,Jessica Mcguire,farrelldebra@example.net,53,Saint Helena,2023-05-04,False,753
83906929-5de3-4ab3-9366-a949399d0418,Jessica Beasley,dmorgan@example.com,57,Israel,2024-07-27,False,756
121d3071-c777-4177-a990-c534b65d8e70,Emily Edwards,nicholas27@example.org,75,Bermuda,2020-11-21,False,760
72140575-3721-4089-8049-2db52d513c4f,Anna Davis,lisa80@example.net,34,Zimbabwe,2024-03-19,True,583
ce37befd-9b9e-442c-98cc-0df16f496f23,Erin Martinez,morgan60@example.com,67,Netherlands Antilles,2024-05-11,False,544
6ca90818-6a71-4ba8-b31f-ac87fa335d5a,Brian Romero,dianewalker@example.org,35,Guernsey,2022-06-19,True,592
d9294a99-6dd5-4b1a-b6db-a1749bf4c426,Holly Farmer,lindsaybruce@example.net,33,Nicaragua,2021-07-10,False,627
42fae0cb-87da-496c-844d-1073a5acb78a,Kristin Lynch,anthony44@example.com,75,Guernsey,2023-01-11,True,441
eae6f73a-3b12-47fd-a780-29d5796c692d,Sergio Knight,vjones@example.net,27,Antarctica (the territory South of 60 deg S),2021-04-18,False,456
63077ebc-435a-43f0-b50e-d6282fd70b0e,Joseph Bennett,xpeterson@example.com,63,Saint Helena,2021-03-14,True,724
fbe289bc-279e-446f-a43e-6ecb2dc8666f,Todd Carlson,moorekaren@example.org,44,Peru,2021-11-08,False,725
bb2e11e1-2499-4c2a-b77d-93c25475b4e8,Jeremy Coleman,nperry@example.net,21,Brazil,2021-02-27,False,698
b7c47fbe-f44c-4970-9e37-ff3eb338ade1,Brian Gregory,trose@example.org,75,Cyprus,2024-04-25,True,689
738c5dfa-375c-4058-ba31-aee5ad506ac2,Kyle Smith,sierra24@example.com,48,Greece,2020-01-13,False,605
9a005281-1c93-4ddb-88b4-d90e289b8df7,Jonathan Jordan,omarpadilla@example.net,66,Monaco,2022-03-09,False,525
24fd9308-8504-483c-861b-b16136b8b642,Renee Jones,grahamsteve@example.org,49,Tokelau,2021-03-25,False,746
d6a8b33c-70f6-4719-a36d-b5909c680104,Jeffrey Sullivan,zroberts@example.org,49,Greece,2020-02-29,False,644
fc25c60b-309f-4d4d-8253-3678d9de88c6,Travis Stevens,christopher13@example.com,60,Namibia,2023-10-22,False,469
3559ae12-dc4c-4525-8ef9-f2a41c253976,Blake Harrell,jeffrey21@example.net,71,North Macedonia,2022-08-15,True,846
9bb004d5-7807-4bb1-878d-76e7e547e696,Jordan Bullock,michael23@example.org,19,Cameroon,2022-03-17,True,385
98167678-f31c-4f97-818b-649f9bf5511a,Christopher Hernandez,thompsonkendra@example.com,59,Kyrgyz Republic,2022-05-27,True,772
b05e2d7b-fcea-4bbc-a00b-20b2bfe41515,Olivia Cole,michelle52@example.com,29,Bangladesh,2020-04-12,False,688
c90ce899-1802-41ca-85a5-4b0c34067b5f,Mark Hogan,bellcharles@example.com,38,Korea,2021-03-09,False,634
a42dbf76-827a-4578-8222-5bcb6d0bd044,Jacob Mitchell,gilbertwilliam@example.com,39,Mozambique,2024-04-07,False,584
31c6a4fe-67be-4c34-b76b-049c898a19c8,Rebecca Huang,kstout@example.net,66,Comoros,2024-08-30,False,558
928aa27f-2696-420f-a6ea-32273073df22,John Hernandez,hayeslisa@example.com,71,Rwanda,2020-06-16,False,319
b901b351-aa38-47cb-8da8-1659007c32c7,Matthew Williams,hritter@example.net,65,New Zealand,2023-01-09,True,658
77cd30da-7c25-445f-a1ef-53442c39248d,Jake Campbell,rschroeder@example.net,32,Austria,2023-08-24,True,341
b20cbc1e-bd6d-45dc-a74f-f4778ec436cc,Maria Jones,grantpaul@example.com,66,Saint Kitts and Nevis,2020-03-04,True,504
34b6be18-ed19-432b-8e8e-13923dd537a2,Tracey Morrison,mathewaguilar@example.org,71,United States Virgin Islands,2020-02-11,True,544
858a317c-3220-45a0-aa78-5a821a08d940,Walter Hale,tanderson@example.org,26,Georgia,2022-08-27,True,523
14e401f4-5de7-4c39-8452-41ffa7bb44e4,Maria Murphy,elizabethcalderon@example.net,47,Poland,2023-12-03,False,677
6e0f4784-6ce3-4345-b998-7046b4c33622,Anna Santiago,andrew42@example.org,28,Guam,2023-05-25,True,467
89fb805f-0af2-43a0-a2f8-23b3fc85d2e6,Katelyn Perez,ericphillips@example.org,79,Madagascar,2021-09-29,True,326
2019db60-69e8-4ef3-bdc4-aea58613ae1c,Sandy Stephenson,stanleynancy@example.net,77,Bulgaria,2021-09-30,False,706
560feb67-d6bc-4881-865e-a64533567bf8,Brittany White,jenniferwilliams@example.com,78,Philippines,2024-01-04,True,377
170d96d2-f1c3-4181-8647-b8c60621cb9d,Tracy Bishop,pyoung@example.com,55,Sudan,2023-11-15,True,404
de7bfb2d-c1c4-4e7f-bdf6-98f37f7571e7,Stephanie Lee,smurray@example.com,62,Macao,2024-05-01,False,423
70dddff5-3f33-43c6-9ad4-4d84e6433f2b,Tracy Montoya,moniquewilliams@example.com,68,Tunisia,2023-03-05,True,655
3d54ea08-b1fc-4c61-acc8-98ba7b7d6b23,Timothy Dawson,mitchellkathryn@example.com,52,Korea,2022-05-27,False,370
30ac9a6b-f370-4a29-adda-0059a85fd1f2,Brittany Kim,lisawilkerson@example.org,50,Israel,2023-08-19,False,312
8fad13a3-8b5f-4f1c-a7d7-1da779c3ccae,Jonathan Young,brooksanthony@example.org,72,Taiwan,2022-05-10,False,408
8ec1f0bd-acaa-4d56-a2e8-3be4c031bf60,Gabriela Thomas,mitchellmaria@example.net,45,Switzerland,2022-01-11,False,456
a8926627-c738-4ab7-bada-e7fb41b70bf6,Michael West,bullockandrew@example.org,45,Syrian Arab Republic,2020-12-26,False,795
0eec304c-4985-4253-b3f3-0c1621c0ce5b,Todd Lynch,srodriguez@example.org,47,Gabon,2022-06-11,False,630
e573c846-d40f-43bb-8841-b6cdb6dca264,David Fowler,fbrown@example.net,72,Mauritania,2021-05-17,True,585
6d24af29-2be5-4adb-adb9-aadfdb2afaca,Jose Allen,kellysmith@example.com,74,Dominican Republic,2022-07-12,True,775
2197c92a-86e4-4eae-9d5b-c03f0fdb12f2,Chelsea Barnett,carlos88@example.net,54,Solomon Islands,2023-06-03,False,644
47adbc91-0444-464a-b06a-f1e65b3a7bf4,Kristen Myers DDS,qzavala@example.net,19,Andorra,2022-10-09,False,486
5498d8ed-62bd-40f5-aa21-8dd196d31b80,Austin Allen,ingramjill@example.com,49,Burkina Faso,2021-03-10,False,564
6d7399a8-a0d5-42c5-9b28-9fe1d32be1e6,Joshua Li,mariacohen@example.net,39,Lesotho,2021-07-26,False,310
4f18daed-598c-47e5-92ff-2a639fd9a8b5,Robin Brown,mjohnson@example.org,51,Somalia,2021-01-26,True,547
0d695907-53df-476e-a4ed-6521443c03fb,Andrew Mahoney,ihays@example.com,64,El Salvador,2022-04-12,False,546
a27f39fa-9b64-4103-bb34-0de4fe95a485,Matthew Mitchell,glennmartin@example.org,62,South Georgia and the South Sandwich Islands,2022-09-02,False,758
c0dae497-abf9-4a91-b514-5b94f6162764,Steve Paul,lmorgan@example.com,68,Puerto Rico,2020-02-05,True,601
4e3563b1-78dc-447b-bba7-0d827903076b,Tim Stone PhD,mmiller@example.org,32,Mayotte,2022-04-08,True,613
8fc0af54-1630-44b3-ab8b-2fc8dc89d388,Brian Murphy,kirk96@example.org,60,Portugal,2023-04-06,False,784
c3bedbee-c022-44d5-b0ae-47733b073127,Jeremy Acosta,christina64@example.net,53,Somalia,2022-12-23,False,735
ac8196e9-418e-48c2-8e78-3f9099952ef0,Angela Walsh,william20@example.org,65,Thailand,2023-02-01,False,660
6913b31d-90c9-4329-9e41-7888ee68ff41,Rachael Johnson,youngdeanna@example.com,62,Hungary,2022-07-18,False,613
37477646-3fa0-4907-a536-2042de7627a6,Amanda Hernandez,xrush@example.com,34,Serbia,2021-04-17,True,497
8978a6c8-164c-4117-8f2b-23ba89091da4,Chad Richardson,debra31@example.org,38,Saint Pierre and Miquelon,2020-09-01,True,496
c418d822-3931-49a2-883e-f035ade037da,Joseph Mcintyre,greenjorge@example.com,31,Croatia,2024-02-21,False,583
a5954934-2ea5-456f-8631-e375e707ebc5,Donna Hendricks DDS,taylorcharles@example.org,64,United Arab Emirates,2023-04-22,False,402
cb66cde6-f7c3-410c-8244-ff3a4500b15a,Yolanda Cochran,elizabeth18@example.net,71,French Guiana,2021-02-01,False,532
f2ef55fe-207a-491b-bba3-81ae3c73e841,Sarah Joseph,laurahicks@example.org,41,Cook Islands,2021-01-02,False,314
eeebed25-9731-47d8-bb61-dbebc12cf786,Cynthia Snyder,angela57@example.net,63,Bulgaria,2022-12-29,True,580
bf9229c7-5720-47a0-b895-cd5e21789ccf,Angelica Parker,xfox@example.com,20,Swaziland,2020-04-21,False,429
